annual_income,loan_purpose,loan_amount,interest_rate
53527.6,debt_consolidation,34000,18.06
75000,debt_consolidation,25000,15.04
60000,credit_card,6400,6.72
84000,credit_card,40000,9.93
80000,debt_consolidation,4500,9.93
70000,credit_card,8000,10.41
84000,credit_card,6500,6.08
32357,debt_consolidation,5500,7.96
231000,debt_consolidation,34950,6.08
80000,home_improvement,20000,5.31
110000,credit_card,20000,11.98
90000,debt_consolidation,8400,13.59
60000,debt_consolidation,8000,14.07
85000,credit_card,8000,6.07
110000,debt_consolidation,20000,21.45
95000,debt_consolidation,10000,5.32
125000,debt_consolidation,20000,9.43
60000,debt_consolidation,3000,9.43
140000,debt_consolidation,34000,10.91
120000,credit_card,10000,6.07
65000,debt_consolidation,10000,9.44
152000,debt_consolidation,40000,12.61
90000,debt_consolidation,17000,18.45
90000,debt_consolidation,12000,20
63235,debt_consolidation,10000,6.71
106000,credit_card,20000,20.39
100000,debt_consolidation,22400,10.42
195000,home_improvement,25000,5.31
55000,debt_consolidation,17000,15.04
71000,debt_consolidation,14000,15.04
140000,credit_card,14000,15.05
110000,debt_consolidation,34000,16.01
56000,debt_consolidation,10000,18.06
90000,debt_consolidation,40000,11.99
108000,debt_consolidation,14000,9.43
80000,credit_card,8000,9.44
142500,debt_consolidation,40000,9.93
101000,credit_card,21000,5.31
85000,debt_consolidation,11000,6.08
25500,debt_consolidation,6000,10.91
80000,credit_card,10000,7.34
74000,credit_card,26525,13.59
60000,debt_consolidation,38000,15.04
26500,debt_consolidation,10000,10.9
40000,debt_consolidation,5000,17.09
105000,debt_consolidation,20000,6.07
75000,debt_consolidation,10000,15.04
50000,debt_consolidation,20000,20
38000,home_improvement,3000,7.96
36000,debt_consolidation,13000,10.42
105000,credit_card,10200,13.59
16000,debt_consolidation,10000,19.03
56000,debt_consolidation,9000,5.31
58380,debt_consolidation,5000,7.97
52000,credit_card,10000,10.91
41000,home_improvement,10000,10.42
75000,debt_consolidation,35000,15.05
22000,debt_consolidation,10000,6.71
96000,debt_consolidation,35000,12.61
80000,home_improvement,20000,9.93
316317,debt_consolidation,35525,11.99
65000,debt_consolidation,10000,20
99000,credit_card,40000,9.92
50000,credit_card,12000,9.43
65000,debt_consolidation,16000,10.91
96000,home_improvement,14000,9.43
120000,debt_consolidation,5000,9.93
60000,debt_consolidation,4000,12.61
73000,debt_consolidation,17000,17.09
86000,credit_card,14000,6.72
75000,home_improvement,23000,9.93
53574,credit_card,10000,10.42
152000,home_improvement,40000,5.32
87000,credit_card,10300,13.59
75000,debt_consolidation,6000,14.08
128000,home_improvement,16000,5.31
25000,home_improvement,8500,9.92
117000,debt_consolidation,27000,9.93
35000,debt_consolidation,9800,13.59
106000,debt_consolidation,20000,6.08
29415,credit_card,10275,25.81
200000,debt_consolidation,15000,5.32
75000,debt_consolidation,13000,9.43
264000,debt_consolidation,40000,12.61
120000,debt_consolidation,25000,9.44
300000,credit_card,35000,9.93
57000,credit_card,10000,13.58
40000,debt_consolidation,4800,13.59
80000,credit_card,12000,6.71
180000,debt_consolidation,27900,16.01
75000,debt_consolidation,33750,20.39
170000,credit_card,40000,6.08
42000,debt_consolidation,7200,7.34
46000,debt_consolidation,7200,14.07
99000,debt_consolidation,15700,29.69
109000,home_improvement,40000,11.99
70000,credit_card,17000,9.43
75000,debt_consolidation,15000,10.91
93000,debt_consolidation,16000,11.99
120000,debt_consolidation,28000,7.97
82000,debt_consolidation,10000,16.01
85000,credit_card,16000,9.92
102000,home_improvement,40000,6.71
150000,credit_card,20000,7.34
54600,debt_consolidation,10000,10.9
99000,debt_consolidation,6000,10.91
90000,debt_consolidation,10000,11.98
85000,debt_consolidation,20000,5.32
146000,debt_consolidation,40000,7.34
85000,home_improvement,14000,6.08
45000,debt_consolidation,18450,6.71
70000,debt_consolidation,15000,9.43
144000,debt_consolidation,25000,15.04
80000,debt_consolidation,10000,24.85
60000,debt_consolidation,6000,6.72
65000,debt_consolidation,24000,13.58
92500,debt_consolidation,35000,25.81
107000,debt_consolidation,40000,7.35
75000,debt_consolidation,20000,9.43
39000,credit_card,9600,5.31
389000,credit_card,40000,6.07
55000,debt_consolidation,15000,10.9
100000,debt_consolidation,21000,11.99
130000,debt_consolidation,35000,14.07
67000,credit_card,10000,10.42
83233,debt_consolidation,10000,9.43
89000,debt_consolidation,27500,9.44
225000,debt_consolidation,40000,9.44
275000,credit_card,40000,7.35
152000,debt_consolidation,24000,20
44000,debt_consolidation,13000,6.72
115000,debt_consolidation,7200,10.9
150000,debt_consolidation,5000,7.97
50000,debt_consolidation,40000,10.42
84000,credit_card,15600,13.58
45000,home_improvement,8000,6.08
300000,debt_consolidation,16000,6.72
90000,credit_card,15000,6.72
54000,debt_consolidation,9600,13.59
54000,credit_card,12000,6.07
14560,credit_card,1200,9.43
137000,credit_card,34000,9.93
50000,debt_consolidation,3200,10.42
108000,debt_consolidation,40000,14.07
180000,debt_consolidation,34000,9.43
65000,debt_consolidation,10000,13.58
78000,credit_card,7000,7.96
80000,credit_card,10000,7.34
57000,debt_consolidation,8000,9.44
80000,debt_consolidation,16000,9.92
48000,credit_card,3600,11.98
95280,debt_consolidation,3125,6.07
84000,credit_card,20000,6.72
80000,credit_card,24000,10.91
55000,home_improvement,11000,9.92
70000,credit_card,3000,10.41
130000,debt_consolidation,19000,11.98
66000,home_improvement,8000,18.45
52000,debt_consolidation,23625,21.45
39000,credit_card,3000,7.97
85000,debt_consolidation,18000,6.07
115000,debt_consolidation,40000,9.43
100000,debt_consolidation,16000,16.02
208888,home_improvement,20000,5.32
70000,debt_consolidation,2500,9.43
70000,debt_consolidation,34000,10.91
104000,credit_card,21000,5.31
49500,debt_consolidation,15000,21.45
137500,credit_card,35000,7.35
33186,debt_consolidation,10000,19.42
95000,debt_consolidation,34000,10.42
95000,debt_consolidation,7200,10.42
120000,debt_consolidation,40000,9.92
175500,credit_card,20000,6.72
76000,credit_card,10000,9.43
96355.33,debt_consolidation,35000,19.42
75000,debt_consolidation,25000,19.42
132000,credit_card,38400,6.72
96000,debt_consolidation,10000,6.72
116365,credit_card,12000,5.31
86000,debt_consolidation,7000,9.43
38411,debt_consolidation,16000,10.91
96000,debt_consolidation,35000,20
120000,debt_consolidation,16100,24.84
97000,debt_consolidation,5000,6.08
28000,credit_card,8725,11.99
132000,home_improvement,10000,5.31
65000,debt_consolidation,13000,7.35
120000,home_improvement,34000,10.42
100000,debt_consolidation,20000,5.31
65000,debt_consolidation,24000,10.41
92000,credit_card,10000,10.41
145000,debt_consolidation,40000,5.31
280000,home_improvement,12000,10.41
9996,debt_consolidation,3500,13.58
39995,debt_consolidation,20000,13.59
80000,home_improvement,12000,6.72
72000,credit_card,16000,9.93
190000,debt_consolidation,40000,16.02
118000,debt_consolidation,7000,10.91
60000,credit_card,7200,14.07
68000,debt_consolidation,7800,9.43
63000,debt_consolidation,14400,9.43
180000,credit_card,8500,9.92
146000,debt_consolidation,10000,6.71
32000,debt_consolidation,8400,17.09
39000,home_improvement,8000,6.72
58000,debt_consolidation,3000,9.44
94000,debt_consolidation,34000,21.45
160000,debt_consolidation,12000,25.82
150000,debt_consolidation,28000,7.35
120000,debt_consolidation,20000,17.47
25992,debt_consolidation,12000,18.45
45000,credit_card,5000,9.43
81526,debt_consolidation,22000,12.61
50000,credit_card,9000,11.99
80000,home_improvement,25000,17.09
63000,debt_consolidation,24000,9.43
220000,debt_consolidation,3500,5.31
230000,debt_consolidation,12000,10.91
82000,credit_card,15000,11.99
54000,credit_card,20000,16.01
80000,home_improvement,7500,9.44
72000,credit_card,10000,5.32
100000,credit_card,20000,9.93
50000,debt_consolidation,6500,6.08
45000,debt_consolidation,5000,7.34
51200,debt_consolidation,6000,11.98
100000,debt_consolidation,10050,11.99
33000,debt_consolidation,10000,9.93
70000,debt_consolidation,10000,5.32
70000,debt_consolidation,38400,7.35
115000,debt_consolidation,20000,11.99
137500,credit_card,35000,6.71
250000,credit_card,40000,9.92
150000,debt_consolidation,7000,10.41
40000,debt_consolidation,8000,16.01
100000,home_improvement,34000,9.43
57000,debt_consolidation,6500,17.09
60000,debt_consolidation,3600,7.97
73000,home_improvement,20000,11.99
80000,credit_card,5000,10.42
55000,debt_consolidation,6425,15.05
140000,debt_consolidation,40000,10.91
135000,debt_consolidation,15000,7.35
166000,credit_card,23000,7.35
50000,credit_card,15000,6.72
48000,debt_consolidation,18000,20
305000,credit_card,20000,6.07
58000,home_improvement,28000,12.61
28000,debt_consolidation,5000,15.05
90000,debt_consolidation,10000,9.44
180000,debt_consolidation,39275,10.9
35000,debt_consolidation,10000,11.98
127563,debt_consolidation,27000,11.99
65000,credit_card,15000,9.43
98000,credit_card,6400,10.91
55000,credit_card,14400,13.59
120000,home_improvement,25000,7.35
30000,debt_consolidation,6200,13.59
175000,debt_consolidation,6000,9.44
80000,home_improvement,34000,26.77
155000,debt_consolidation,34000,6.71
65000,debt_consolidation,10000,20
212500,credit_card,20000,6.72
53000,debt_consolidation,20000,16.02
80000,credit_card,6000,5.31
36000,credit_card,10000,5.32
75200,credit_card,1200,6.72
89000,credit_card,7500,16.01
65000,debt_consolidation,7500,6.07
102000,credit_card,16000,9.43
90000,debt_consolidation,15000,5.32
79000,credit_card,13200,7.35
46000,home_improvement,16000,11.98
57000,debt_consolidation,10000,13.58
180000,debt_consolidation,40000,10.42
235000,debt_consolidation,40000,10.91
45000,debt_consolidation,16000,15.05
135000,debt_consolidation,14500,7.97
67000,credit_card,6000,5.31
200000,credit_card,34000,9.93
35000,credit_card,9600,10.9
71000,debt_consolidation,6000,9.43
14400,debt_consolidation,9600,9.92
210000,home_improvement,34000,14.07
160000,home_improvement,24000,9.93
85000,debt_consolidation,9600,11.99
56000,debt_consolidation,18000,21.85
64000,debt_consolidation,10000,6.71
115000,credit_card,15000,9.93
59200,home_improvement,20000,16.01
60000,debt_consolidation,10000,7.97
54500,credit_card,22000,9.43
150000,debt_consolidation,28000,10.91
32000,debt_consolidation,12000,15.04
101000,credit_card,10000,5.31
25000,credit_card,6000,13.59
96152,home_improvement,6000,18.06
115000,credit_card,40000,9.43
60000,credit_card,10000,13.58
170000,debt_consolidation,34000,10.42
90000,debt_consolidation,20000,13.58
160000,debt_consolidation,12800,21.45
115000,debt_consolidation,15000,6.08
55000,debt_consolidation,10000,11.99
130000,debt_consolidation,40000,6.72
63000,debt_consolidation,20000,7.34
112000,home_improvement,15000,9.93
119000,debt_consolidation,28000,26.77
69000,debt_consolidation,7000,5.31
68250,credit_card,13500,16.02
100000,debt_consolidation,10000,7.96
79000,debt_consolidation,15000,15.05
100000,credit_card,18000,19.42
79000,debt_consolidation,23000,9.93
65000,debt_consolidation,10000,15.05
155000,debt_consolidation,40000,5.31
52000,credit_card,8900,7.96
250000,debt_consolidation,40000,10.41
30000,credit_card,10000,13.59
120000,credit_card,15000,5.32
81000,debt_consolidation,40000,9.92
121000,debt_consolidation,25000,15.04
70000,debt_consolidation,15000,11.98
166088,debt_consolidation,25000,7.35
61000,debt_consolidation,34000,10.91
40000,debt_consolidation,7000,20.39
100000,credit_card,7200,10.91
120000,credit_card,10000,15.04
145000,credit_card,20000,9.92
86000,debt_consolidation,15000,10.41
90000,debt_consolidation,2500,10.9
260000,debt_consolidation,16000,7.97
80000,credit_card,14500,9.93
120000,debt_consolidation,13000,11.98
78000,debt_consolidation,4500,10.41
100000,debt_consolidation,26400,9.92
97000,debt_consolidation,19000,10.9
40000,debt_consolidation,4000,5.31
49000,debt_consolidation,8600,14.08
200000,credit_card,16000,9.93
71000,credit_card,20000,20
125000,debt_consolidation,10000,21.85
86000,debt_consolidation,13000,7.34
260000,debt_consolidation,40000,11.99
197000,debt_consolidation,27000,16.01
318000,debt_consolidation,25000,19.03
30000,credit_card,6500,9.43
58000,credit_card,7000,9.92
25000,debt_consolidation,2000,7.96
59000,debt_consolidation,3500,10.9
70000,credit_card,6000,9.92
90000,debt_consolidation,22000,6.08
42000,debt_consolidation,6000,13.59
70000,home_improvement,3000,9.93
60000,credit_card,18000,9.44
60000,debt_consolidation,11000,15.04
76000,debt_consolidation,16000,5.32
120000,debt_consolidation,8000,9.44
74600,debt_consolidation,20000,9.93
50000,credit_card,10000,16.01
110000,debt_consolidation,40000,16.02
190000,home_improvement,12000,5.32
140000,home_improvement,40000,7.35
60000,home_improvement,40000,9.93
22000,credit_card,8000,11.99
30000,credit_card,6000,15.04
27703,debt_consolidation,8000,6.72
106000,debt_consolidation,12000,25.82
54000,debt_consolidation,11500,9.44
130000,debt_consolidation,12000,18.06
108000,debt_consolidation,25000,10.42
180000,debt_consolidation,40000,9.43
75000,credit_card,12000,18.06
72000,home_improvement,40000,6.08
26694,debt_consolidation,2100,9.44
101000,home_improvement,16000,16.02
95543,home_improvement,36000,6.08
60000,debt_consolidation,10000,6.72
60000,debt_consolidation,9600,14.08
325000,credit_card,35000,6.71
64000,debt_consolidation,10000,9.44
39000,credit_card,20000,10.42
205000,credit_card,34000,7.34
120000,credit_card,20000,9.44
45000,debt_consolidation,25000,10.9
95000,credit_card,8000,11.98
21000,debt_consolidation,3000,16.01
200000,debt_consolidation,40000,6.72
118000,debt_consolidation,10000,30.17
185000,debt_consolidation,40000,7.35
43000,debt_consolidation,4000,14.07
170000,credit_card,38400,15.05
90000,debt_consolidation,13000,16.01
120000,debt_consolidation,16000,18.06
40000,home_improvement,3625,5.32
53000,debt_consolidation,12000,7.97
65000,debt_consolidation,20000,9.44
70000,debt_consolidation,20000,10.42
50000,debt_consolidation,9000,13.59
53000,debt_consolidation,7300,6.71
104000,debt_consolidation,35000,15.04
245000,credit_card,35000,11.98
67000,credit_card,15000,10.42
50000,debt_consolidation,8000,10.91
90000,debt_consolidation,24000,6.71
100000,debt_consolidation,20000,11.98
27000,debt_consolidation,5000,16.01
75000,debt_consolidation,10000,6.08
144000,credit_card,20000,12.61
230000,debt_consolidation,25000,5.32
60000,credit_card,10000,9.43
49000,home_improvement,22000,18.45
110000,debt_consolidation,17000,6.72
21900,home_improvement,20000,11.99
106000,credit_card,22500,6.71
130000,home_improvement,12000,9.92
130000,debt_consolidation,34000,5.31
140000,debt_consolidation,11500,6.72
99000,debt_consolidation,12000,9.44
70000,debt_consolidation,15000,17.47
28000,debt_consolidation,10000,21.45
120000,home_improvement,1200,9.92
260000,debt_consolidation,34000,6.72
77000,debt_consolidation,22000,9.43
82000,debt_consolidation,16000,16.01
40000,debt_consolidation,10000,16.02
250000,debt_consolidation,20000,6.72
180000,debt_consolidation,34000,15.05
46000,debt_consolidation,23000,6.72
90000,debt_consolidation,5000,11.99
81000,debt_consolidation,10000,5.32
281000,home_improvement,34000,6.71
42240,credit_card,5000,10.9
150000,debt_consolidation,35000,13.59
132000,debt_consolidation,22000,5.31
70000,debt_consolidation,10000,9.44
120000,credit_card,19000,6.72
138900,debt_consolidation,38500,11.99
110000,credit_card,8650,6.72
340000,debt_consolidation,34000,5.32
135000,debt_consolidation,40000,10.91
100000,home_improvement,40000,9.43
61538,debt_consolidation,12000,9.92
60000,credit_card,23000,13.59
90000,debt_consolidation,7000,9.44
85000,debt_consolidation,16000,6.08
69000,home_improvement,24000,11.98
45000,debt_consolidation,12000,17.09
350000,debt_consolidation,34975,21.85
350000,credit_card,40000,5.31
50000,credit_card,5000,7.96
39362,debt_consolidation,34700,12.61
47000,home_improvement,10000,6.08
100000,credit_card,17000,6.07
40000,debt_consolidation,10000,16.01
55000,credit_card,10000,9.44
98000,debt_consolidation,24000,12.61
110000,home_improvement,7200,6.72
220000,debt_consolidation,24000,11.99
100000,home_improvement,25000,13.59
90000,debt_consolidation,5000,9.43
120000,credit_card,29000,10.42
89000,credit_card,20000,13.59
90000,credit_card,12500,6.72
55000,debt_consolidation,6500,6.72
230000,credit_card,5000,7.96
100000,debt_consolidation,13000,10.41
206000,debt_consolidation,7500,5.32
103960,home_improvement,3500,6.72
120000,credit_card,15000,9.93
125000,debt_consolidation,26000,15.04
68000,credit_card,28000,15.05
97000,debt_consolidation,34000,19.42
40000,credit_card,10000,10.42
50000,credit_card,10000,7.96
135000,debt_consolidation,28000,9.92
75000,debt_consolidation,8000,16.02
140000,debt_consolidation,15000,14.07
36000,debt_consolidation,3000,11.99
48000,debt_consolidation,6000,6.72
160000,debt_consolidation,34000,7.35
50000,debt_consolidation,8000,7.97
